UPC,Description,Brand,NW Category,NW Subcategory,NW Sub Brand 1,NW Sub Brand 2,NW Sub Brand 3,Potency,FORM,AGE,GENDER,COMPANY,FUNCTIONAL INGREDIENT,HEALTH FOCUS,SIZE,HIGH LEVEL CATEGORY,NW_UPC,Unit of Measure,Pack Count,Organic,other ing. 2,other ing. 3,other ing. 4,other ing. 5,other ing. 6,other ing. 7,other ing. 8,other ing. 9,other ing. 10,other ing. 11,other ing. 12,other ing. 13,other ing. 14,other ing. 15,other ing. 16,other ing. 17,other ing. 18,other ing. 19,other ing. 20,Spare1,Spare2,Spare3,Spare4,Spare5
B0BRNZQC69,"asmarketcomparabletoflorabotanicaalcohol-freeperfumeoilformen&womenâlonglastingfragrance,98%true-to-scent,travelsizeroll-onglassbottleâ8ml,aromatic,green,floral,herbal",asmarket,REMOVE,,,,,,,,,asmarket,,,,REMOVE,B0BRNZQC69,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BRQ1RL36,cchude plastic hair spray face mask hair cutting face shield clear hair color face protector hairdressing face cover for barber salon,cchude,REMOVE,,,,,,,,,cchude,,,,REMOVE,B0BRQ1RL36,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BRQ88X65,"adjustable cat cone collar soft, cat recovery collar, comfortable lightweight elizabethan collar for cat kitten prevent from licking wounds, all-season style (s)",ksiee,REMOVE,,,,,,,,,ksiee,,,,REMOVE,B0BRQ88X65,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BRQNPNLJ,"herbion naturals taurine gummies with ginseng, l-theanine, vitamin c, b3, b6, & b12, support mental clarity & concentration*, natural peach flavor, gluten-free, usa made,120 count (pack of 2)",herbion,,,,,,,,,,herbion,,,,,B0BRQNPNLJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BRQR59K7,"voya vitamin c antioxidant serum, 30ml, certified organic",voya,REMOVE,,,,,,,,,voya,,,,REMOVE,B0BRQR59K7,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BRSS73PN,"afterdrink + hydrate combo (berry flavor)  antioxidant support and hydration  milk thistle, dhm, prickly pear, electrolytes and more  made in usa  electrolyte supplements",afterdrink,,,,,,,OTHER/UNKNOWN,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,afterdrink,milk thistle,CLEANSE & DETOX,1,REMOVE,B0BRSS73PN,UNKNOWN,UNKNOWN,NOT ORGANIC,dhm,prickly pear,electrolytes,,,,,,,,,,,,,,,,,,,,,
B0BRT9QXMV,"growing you - unique new mom gift of support, postpartum must-have for the highs & lows of motherhood + baby hand & footprint kit + daily calm mom & baby resources",yuaben,REMOVE,,,,,,,,,yuaben,,,,REMOVE,B0BRT9QXMV,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BRVF2LSW,"herb essential punarnava tablets 500mg, 60 count, pure boerhavia diffusa, ayurvedic herbal supplement, vegan, no additives, preservative-free, plant-based formula- pack of 2- (60 tablets)",herb essential,UNKNOWN,UNKNOWN,,,,,TABLET,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,herb essential,punarnava,WEIGHT MANAGEMENT,2,PRIORITY VMS,B0BRVF2LSW,COUNT,60,NOT ORGANIC,boerhavia diffusa,,,,,,,,,,,,,,,,,,,,,,,
B0BRY287QM,sex furniture adult sex toys sex pillow for adults foam positioning cushion for erotic games black microfiber,misstu,REMOVE,,,,,,,,,misstu,,,,REMOVE,B0BRY287QM,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BRY6G6X7,"qkkwss green tea mask stick with blackhead remover, clay face mask, green tea extract, oil control acne remover, pore cleansing, purifying, detoxifying skin for men and women(2pcs), 2pcs/green tea",fiahng,REMOVE,,,,,,,,,fiahng,,,,REMOVE,B0BRY6G6X7,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BRYN5MHZ,patch kids kid design (panda) bamboo/coconut oil adhesive bandage sterile 2 x 3 inch / 3 x 3 inch 50 per box,patch,REMOVE,,,,,,,,,patch,,,,REMOVE,B0BRYN5MHZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BRZSSRMX,"skin beauty device for face and neck, 3 in 1 portable electric face massager",onisdin,REMOVE,,,,,,,,,onisdin,,,,REMOVE,B0BRZSSRMX,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BRZYN8R3,"cosyonall hair clippers men, beard trimmer professional cordless stainless steel electric shaver 6000rpm with led display and 2500mah/1200mah rechargeable battery ceramic blade for adult child",cosyonall,REMOVE,,,,,,,,,cosyonall,,,,REMOVE,B0BRZYN8R3,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS11B2NV,"calidaka essential oils storage, 60 grids essential oils carrying case for 10ml/15ml oil bottles capacity, portable essential oil travel storage box",calidaka,REMOVE,,,,,,,,,calidaka,,,,REMOVE,B0BS11B2NV,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS1SV431,"kivus shredded keto - shredded keto capsules (single, 60 count)",kivus,REMOVE,,,,,,,,,kivus,,,,REMOVE,B0BS1SV431,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS2VFNKC,"health by habit hair, skin and nails supplement (60 gummies) - 2500mcg biotin, vitamin c, vitamin e, strong nails, peach flavor, vegan, gluten free, non-gmo",health by habit,,,,,,,,,,health by habit,,,,,B0BS2VFNKC,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS3TQ9R6,"coffea adjustable cat cone collar soft, cute cat recovery collar, surgery recovery elizabethan collars for cat and kitten (pink, m)",coffea,REMOVE,,,,,,,,,coffea,,,,REMOVE,B0BS3TQ9R6,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS3TSS9Z,"coffea adjustable cat cone collar soft, cute cat recovery collar, surgery recovery elizabethan collars for cat and kitten (pink, s)",coffea,REMOVE,,,,,,,,,coffea,,,,REMOVE,B0BS3TSS9Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS3VMGJL,"coffea adjustable cat cone collar soft, cute cat recovery collar, surgery recovery elizabethan collars for cat and kitten (yellow, l)",coffea,REMOVE,,,,,,,,,coffea,,,,REMOVE,B0BS3VMGJL,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS3VNLCM,"coffea adjustable cat cone collar soft, cute cat recovery collar, surgery recovery elizabethan collars for cat and kitten (white, l)",coffea,REMOVE,,,,,,,,,coffea,,,,REMOVE,B0BS3VNLCM,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS3W7MCJ,"coffea adjustable cat cone collar soft, cute cat recovery collar, surgery recovery elizabethan collars for cat and kitten (pink, xs)",coffea,REMOVE,,,,,,,,,coffea,,,,REMOVE,B0BS3W7MCJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS47GFJW,"srwlaboratoriescirâflowsupportnormalbloodpressure&nitricoxidelevels,supportsbloodvesselstructure&integrity",srw,UNKNOWN,UNKNOWN,,,,,OTHER/UNKNOWN,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,srw,nitric oxide,UNKNOWN,1,PRIORITY VMS,B0BS47GFJW,UNKNOWN,UNKNOWN,NOT ORGANIC,,,,,,,,,,,,,,,,,,,,,,,,
B0BS5LX1BD,"bluebonnet nutrition super quercetin vegetable capsules, vitamin c formula, best for seasonal & immune support, non gmo, gluten free, soy free, milk free, kosher, 30 vegetable capsules (pack of 2)",bluebonnet,,,,,,,,,,bluebonnet,,,,,B0BS5LX1BD,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS67FFHK,es9040 replacement spare blade inner outer set face mens shaver for panasonic es9040,usonline911,REMOVE,,,,,,,,,usonline911,,,,REMOVE,B0BS67FFHK,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS6PBGJD,"velosso luxurious 100% egyptian cotton, 3-piece massage table sheet set - facial bed cover - includes flat and fitted sheets with face cradle cover - hot pink",velosso,REMOVE,,,,,,,,,velosso,,,,REMOVE,B0BS6PBGJD,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS775896,"ever beauty water - cleansing micellar water, eye makeup remover, rose water cleanser, sensitive skin water makeup remover",ever,REMOVE,,,,,,,,,ever,,,,REMOVE,B0BS775896,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS78ZMYP,"ever rich face moisturizer (dry skin)- overnight renewal facial lotion, instant face lift cream, smooths lines and wrinkles, restores skin elasticity, packed with urea, squalane, and vitamins",ever,REMOVE,,,,,,,,,ever,,,,REMOVE,B0BS78ZMYP,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS918DM5,"whole foods market chicken, goat cheese & arugula sandwich",whole foods market,REMOVE,,,,,,,,,whole foods market,,,,REMOVE,B0BS918DM5,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BS9JFDTZ,"mini diffuser refill pads, 30 pcs round aromatherapy pads humidifier filter pads aroma pad replacement",sliverdew,REMOVE,,,,,,,,,sliverdew,,,,REMOVE,B0BS9JFDTZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BSBGRNH1,dmm alpha sport quickdraw - titanium/lime 25cm - 6 pack,dmm,REMOVE,,,,,,,,,dmm,,,,REMOVE,B0BSBGRNH1,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BSDCWQW6,biudeco 2 pcs scalp massaging brush plastic scalp massage comb hairdressing comb scratcher massager,biudeco,REMOVE,,,,,,,,,biudeco,,,,REMOVE,B0BSDCWQW6,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BSFYY9WL,"triangle silicone forms, silicone prosthesis cross transvestite bra fake breasts for prosthesis (200g)",yosoo,REMOVE,,,,,,,,,yosoo,,,,REMOVE,B0BSFYY9WL,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BSGB7MN2,"ayumi bio active hair growth oil - natural formula to maximize & lengthen for growing thick, long, serum for men, women, scalp stimulation treatment",ayumi,REMOVE,,,,,,,,,ayumi,,,,REMOVE,B0BSGB7MN2,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BSKQ5RXG,"beeq box fever-tree light cucumber tonic water glass bottles, no artificial sweeteners, flavorings & preservatives, 6.8 fl oz, (pack of 12)",beeq,REMOVE,,,,,,,,,beeq,,,,REMOVE,B0BSKQ5RXG,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BSM4WRQY,"lemme glow hair, skin & nails gummies w/hydrolyzed collagen peptides, biotin, trace mineral complex, zinc, vitamins a, c & e for healthy skin, strong hair, pro retinol formula, peach flavor, 60 count",lemme,,,,,,,,,,lemme,,,,,B0BSM4WRQY,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BSMNX6ZR,"sool aromatherapy massage wands with essential oil, herbal, portable, natural healing to relieve aches, pains, muscles, with inhaler tip for cold/flu symptoms, focus",sool,REMOVE,,,,,,,,,sool,,,,REMOVE,B0BSMNX6ZR,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BSNCNNGP,"protouch skin lift recovery drops - effective on neck, jawline, chin, forehead & smile-lines  all skin types (6 ml) pack of 1",protouch,REMOVE,,,,,,,,,protouch,,,,REMOVE,B0BSNCNNGP,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BSR9DKG7,"myoxcience electrolyte stix  real salt, electrolytes, magnesium potassium plus taurine and creatine (lemon lime)",myoxcience,UNKNOWN,UNKNOWN,,,,,OTHER/UNKNOWN,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,myoxcience,electrolyte,ENERGY SUPPORT,1,PRIORITY VMS,B0BSR9DKG7,UNKNOWN,UNKNOWN,NOT ORGANIC,real salt,electrolytes,magnesium,potassium,taurine,creatine,,,,,,,,,,,,,,,,,,
B0BSRX7R2M,ultima replenisher drink_flavored,remove,,,,,,,LIQUID,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,remove,,UNKNOWN,1,REMOVE,B0BSRX7R2M,UNKNOWN,UNKNOWN,NOT ORGANIC,,,,,,,,,,,,,,,,,,,,,,,,
B0BSTJTST7,powdered 100% natural organic pure date palm pollen (8.8oz / 250gm),tuunio,HERBAL REMEDIES,SINGLES,,,,,POWDER,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,tuunio,date palm pollen,"COUGH, COLD & FLU",1,PRIORITY VMS,B0BSTJTST7,OZ,8.8185,ORGANIC,,,,,,,,,,,,,,,,,,,,,,,,
B0BSVH918J,"heywell sparkling adaptogenic water, energy and uplift, orange mango flavor 12 fluid ounce (pack of 12) - non caffeinated, organic, non gmo, vegan, gluten free, dairy free",heywell,REMOVE,,,,,,,,,heywell,,,,REMOVE,B0BSVH918J,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BSVL51RG,master massage newport 30 professional portable massage table package in royal blue with ambient lighting system,master massage,REMOVE,,,,,,,,,master massage,,,,REMOVE,B0BSVL51RG,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BSVS28WC,prime hydration sports drink and electrolyte beverage - 2 pack (strawberry melon),gruma,,,,,,,REMOVE,REMOVE,REMOVE,gruma,value,SLEEP,REMOVE,REMOVE,B0BSVS28WC,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B0BSXWKNTK,(qty 5) chip quik 3cc-plunger plunger and retainer for 3cc (filled or empty) syringe - qty 1,chip quik,REMOVE,,,,,,,,,chip quik,,,,REMOVE,B0BSXWKNTK,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BT543H85,revive md vitamin d3 & k2 bundle - supports bone health & muscle strength - k2 & d3 vitamin supplement for women & men health & brain function,revive,BASIC VITAMINS & MINERALS,LETTER VITAMINS,,,,,OTHER/UNKNOWN,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,revive,vitamin d3,BONE HEALTH,1,PRIORITY VMS,B0BT543H85,UNKNOWN,UNKNOWN,NOT ORGANIC,vitamin k2,,,,,,,,,,,,,,,,,,,,,,,
B0BT8J75HD,"metacell keto - metacell keto support (single, 60 capsules)",kivus,REMOVE,,,,,,,,,kivus,,,,REMOVE,B0BT8J75HD,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BT9V3DY2,subsh green aventurine sphere ball - crystal ball with stand - decorative balls - crystal ball crystal sphere w/holder - large stone ball - large crystal ball - gazing ball halloween decor,subsh,,,,,,,REMOVE,REMOVE,REMOVE,subsh,value,SLEEP,REMOVE,REMOVE,B0BT9V3DY2,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B0BTBH6SDY,cchude 1600 pcs natural eyelid tape invisible eyelid stickers fiber eyelid lifter strips instant upper eyelid lift tape with forks for women,cchude,REMOVE,,,,,,,,,cchude,,,,REMOVE,B0BTBH6SDY,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTBL4Z86,bijoux de nip clamp short tweezer,bijoux de nip,REMOVE,,,,,,,,,bijoux de nip,,,,REMOVE,B0BTBL4Z86,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTBP64Z6,"lovely stethoscope tag,steth id tag,nurse badge,stethoscopetag black",tuunio,REMOVE,,,,,,,,,tuunio,,,,REMOVE,B0BTBP64Z6,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTDWRFWT,sandalwood patchouli handmade bar soap  bath soap  shea butter soap,handmade,REMOVE,,,,,,,,,handmade,,,,REMOVE,B0BTDWRFWT,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTFB15JY,"club ride men's gunslinger 3d trail to town chamois 8 - padded bike shorts for men - ultra breathable, quick dry, soft comfort biking underwear - burnt ochre - m",club ride,REMOVE,,,,,,,,,club ride,,,,REMOVE,B0BTFB15JY,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTJ5K82T,"thc drug test kit - marijuana urine test strips, highly sensitive, fda cleared, 25 pack - instant results",carethetic,REMOVE,,,,,,,,,carethetic,,,,REMOVE,B0BTJ5K82T,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTJB342F,"thc test kit - marijuana urine test strips, 15 pack, 45-day detection, over 99% accurate - home use",carethetic,REMOVE,,,,,,,,,carethetic,,,,REMOVE,B0BTJB342F,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTJF43FD,lab  chlorophyll liquid drops  liquid chlorophyll  chlorophyll  chlorophyll drops  chlorophyll liquid clorofila alcohol free  ultra high absorption.,fito medic's,,,,,,,,,,fito medic's,,,,,B0BTJF43FD,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTKRHMZ1,"sci-effect height growth foot oil, 10ml plant extract foot high oil, natural herbal high growth essential massage oil, increasing height body taller care serum for adolescent bone growth (8pcs)",reskiu,REMOVE,,,,,,,,,reskiu,,,,REMOVE,B0BTKRHMZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTKS7KLK,"kannabu premium hemp oil  complete source of omega 3 6 9 fatty acids, essential amino acids and antioxidants  hemp seeds  vegan, gluten free, kosher & non gmo (1 fl oz - pack of 2)",kannabu,,,,,,,LIQUID,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,kannabu,hemp oil,PAIN & INFLAMMATION,2,REMOVE,B0BTKS7KLK,OZ,1,NOT ORGANIC,omega 3 6 9 fatty acids,essential amino acids,antioxidants,hemp seeds,,,,,,,,,,,,,,,,,,,,
B0BTMQDZS5,"geske cleansing peel  peeling with aloe vera, provitamin b5 power & bamboo seeds  toning & exfoliating  for perfecting & brightening impure skin  all skin types  youthful glow  vegan formula",geske,REMOVE,,,,,,,,,geske,,,,REMOVE,B0BTMQDZS5,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTP68J58,naribabu black tourmaline stone - crystal decor - home & office - black orb - crystal mini ball - healing stones - altar supplies - reiki supplies,naribabu,,,,,,,REMOVE,REMOVE,REMOVE,naribabu,value,SLEEP,REMOVE,REMOVE,B0BTP68J58,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B0BTP7YV7H,naribabu seven chakra ball - multicolor crystal decor - witchcraft & meditation,naribabu,,,,,,,REMOVE,REMOVE,REMOVE,naribabu,value,SLEEP,REMOVE,REMOVE,B0BTP7YV7H,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B0BTPBY7H4,"inflatable dog cone for medium, large, small dogs, donut cones for dogs to stop licking and scratching, soft dog recovery cone collar alternative after surgery with enhanced anti licking baffle",crazy felix,REMOVE,,,,,,,,,crazy felix,,,,REMOVE,B0BTPBY7H4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTPC2ZNK,"inflatable dog cone for medium, large, small dogs, donut cones for dogs to stop licking and scratching, soft dog recovery cone collar alternative after surgery with enhanced anti licking baffle",crazy felix,REMOVE,,,,,,,,,crazy felix,,,,REMOVE,B0BTPC2ZNK,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTPCB4W9,"inflatable dog cone for medium, large, small dogs, donut cones for dogs to stop licking and scratching, soft dog recovery cone collar alternative after surgery with enhanced anti licking baffle",crazy felix,REMOVE,,,,,,,,,crazy felix,,,,REMOVE,B0BTPCB4W9,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTPCS2VL,"inflatable dog cone for medium, large, small dogs, donut cones for dogs to stop licking and scratching, soft dog recovery cone collar alternative after surgery with enhanced anti licking baffle",crazy felix,REMOVE,,,,,,,,,crazy felix,,,,REMOVE,B0BTPCS2VL,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTPCX56X,"inflatable dog cone for medium, large, small dogs, donut cones for dogs to stop licking and scratching, soft dog recovery cone collar alternative after surgery with enhanced anti licking baffle",crazy felix,REMOVE,,,,,,,,,crazy felix,,,,REMOVE,B0BTPCX56X,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTPDJY16,green jade crystal pendulums - chakra crystal - witchcraft supplies - crystals healing stones - chakra pendulum - spiritual things - positive energy crystals - meditation tools,naribabu,,,,,,,REMOVE,REMOVE,REMOVE,naribabu,value,SLEEP,REMOVE,REMOVE,B0BTPDJY16,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B0BTPGWKB3,carnelian - crystals pendulum - divination tools - chaos pendulum - reiki crystals and healing stones - dowsing pendulum - crystal energy - spiritual gift,naribabu,,,,,,,REMOVE,REMOVE,REMOVE,naribabu,value,SLEEP,REMOVE,REMOVE,B0BTPGWKB3,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B0BTQ14X4N,ideal performance nutritional_supplement,ideal performance,REMOVE,,,,,,,,,ideal performance,,,,REMOVE,B0BTQ14X4N,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTRQWYGC,"fauitay 2 pcs acupressure massage clip acupressure clip portable acupressure massage hand clamp to lase, anti stress massage acupressure clip, relieve headaches and tensions(black thumbs)",yaco,REMOVE,,,,,,,,,yaco,,,,REMOVE,B0BTRQWYGC,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTT7XKVN,subsh moss agate crystals and healing stones - tumbled crystals bulk - crystal gemstones healing - collection of stones in a suitcase - crystal kit - metaphysical gifts,subsh,REMOVE,,,,,,,,,subsh,,,,REMOVE,B0BTT7XKVN,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTT8V2JZ,subsh citrine crystal stone - tumble gemstone - healing crystals set - bundle of crystals - meditation accessories - cool rocks - crystal sets for healing - spiritual gifts,subsh,REMOVE,,,,,,,,,subsh,,,,REMOVE,B0BTT8V2JZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTTDQVZS,"male urine bottle, 1000ml capacity men plastic urinal male elderly bedridden patient urine pee bottle with ergonomic handle and lid for home travel use, portable urinal for men",estink,REMOVE,,,,,,,,,estink,,,,REMOVE,B0BTTDQVZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTVPJ8Z3,subsh labradorite gemstones - crushed small crystals - rocks for tumbling - authentic stones and crystals - crystal set - crystal grid - chakra crystals - healing crystal decor,subsh,REMOVE,,,,,,,,,subsh,,,,REMOVE,B0BTVPJ8Z3,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTVS1PW4,"activated charcoal gummies sugar free, 400mg charcoal supplements from coconut, quicker to cleanse, detox, gas relief, gut & oral health for adults & kids, gluten free, non gmo, vegan, pectin, 120",tinies bers,PROBIOTICS+,DIGESTIVE AIDS & ENZYMES,,,,,GUMMY,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,tinies bers,activated charcoal,DIGESTIVE HEALTH,1,PRIORITY VMS,B0BTVS1PW4,COUNT,120,NOT ORGANIC,coconut,pectin,,,,,,,,,,,,,,,,,,,,,,
B0BTWX1DJD,"black canyon black licorice scented body lotion with lanolin and jojoba oil, 12 oz",black canyon home and body,REMOVE,,,,,,,,,black canyon home and body,,,,REMOVE,B0BTWX1DJD,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTYF5XSY,"master massage gymlane portable massage chair-ergonomically designed with 2-inch foam cushioning, multiple configurations, supports up to 600lbs-portable tattoo chair",master massage,REMOVE,,,,,,,,,master massage,,,,REMOVE,B0BTYF5XSY,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BTZ92P6Y,"eyelid tape, 120pcs double eyelid tape invisible self adhesive double eyelid strip sticker eye makeup tool double eyelid tape eye lid tape lifting invisible, wholesale business",dioche,REMOVE,,,,,,,,,dioche,,,,REMOVE,B0BTZ92P6Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BV2B39JZ,"professional hair clipper, clippers trimmers, electric haircutting kit, for men ergonomic handle cordless, for home hair salon",sonew,REMOVE,,,,,,,,,sonew,,,,REMOVE,B0BV2B39JZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BV3BKVFV,"venesun bondage spanking flogger, 18.9inch faux leather whips for adults bdsm play",venesun,REMOVE,,,,,,,,,venesun,,,,REMOVE,B0BV3BKVFV,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BV46NT4M,"bleedingcontrolzippackwithquikclot,celox,gauzepads,triangularbandage,bzkwipes,nitrilegloves,tapeâtraumafirstaidkitforemergencyuse",meditac,REMOVE,,,,,,,,,meditac,,,,REMOVE,B0BV46NT4M,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BV5GMTTS,"collapsible water container with spigot, camping water storage carrier jug bpa-free for outdoors hiking backpack & survival kit, foldable portable canteen 1.3/2.6/3.9/5.3 gallon (5.3 gallon, 8-pack)",wonder master,REMOVE,,,,,,,,,wonder master,,,,REMOVE,B0BV5GMTTS,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BV6DFKPS,"hemp gummies big cubes extra strength for sound bedtime & wind down, 6 fruity flavors chewable hemp gummy vitamins infused hemp oil, pack of 2, made in usa",hooloo,FATTY ACIDS,HEMP/CBD,,,,,GUMMY,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,hooloo,hemp,UNKNOWN,2,PRIORITY VMS,B0BV6DFKPS,UNKNOWN,UNKNOWN,NOT ORGANIC,hemp,vitamins,hemp oil,,,,,,,,,,,,,,,,,,,,,
B0BV6F838M,master series master series anal trainer set,master series,REMOVE,,,,,,,,,master series,,,,REMOVE,B0BV6F838M,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BV6FXXVJ,hemp gummies 6 fruity flavors infused hemp oil & omega 3 - extra strength for deep bedtimes & focus - big cube chewable edibles - pack of 4 - made in usa,hooloo,FATTY ACIDS,HEMP/CBD,,,,,GUMMY,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,hooloo,hemp,UNKNOWN,4,PRIORITY VMS,B0BV6FXXVJ,COUNT,UNKNOWN,NOT ORGANIC,hemp oil,omega 3,,,,,,,,,,,,,,,,,,,,,,
B0BV6G3XKQ,yunnyp essential oil diffuser& humidifier 130ml wood grain aroma diffuser waterless auto shut- off aromatherapy cool mist humidifier with 7 colors night light for home office spa baby bedroom,yunnyp,REMOVE,,,,,,,,,yunnyp,,,,REMOVE,B0BV6G3XKQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BV6GQ41J,"hemp gummies extra strength for adults - 6 fruity flavors infused hemp oil, vitamins, omega 3 - chewable gummy for deep bedtimes, focus, pressure - pack of 4 - made in usa",hooloo,FATTY ACIDS,HEMP/CBD,,,,,GUMMY,AGE GROUP - ADULT,GENDER - NON SPECIFIC,hooloo,hemp,UNKNOWN,4,PRIORITY VMS,B0BV6GQ41J,UNKNOWN,UNKNOWN,NOT ORGANIC,hemp oil,vitamins,omega 3,,,,,,,,,,,,,,,,,,,,,
B0BV6HKPPX,"hemp gummies for adults extra strength - deep bedtime, lessen discomfort & pressure - 6 fruity flavors chewable hemp gummy vitamins - made in usa",hooloo,,,,,,,GUMMY,AGE GROUP - ADULT,GENDER - NON SPECIFIC,hooloo,value,SLEEP,1,REMOVE,B0BV6HKPPX,UNKNOWN,UNKNOWN,NOT ORGANIC,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B0BV6MTBMG,reciprocating electric trimmer multifunctional 2 blade rechargeable electric rechargeable balding head shaver beard trimmer rechargeable electric for men,zjchao,REMOVE,,,,,,,,,zjchao,,,,REMOVE,B0BV6MTBMG,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BV72WCLG,"adjustable tracheostomy supplies tube holder,tracheostomy tube holder,reusable trach ties soft reusable tracheostomy care kits, one size fits most people",pilipane,REMOVE,,,,,,,,,pilipane,,,,REMOVE,B0BV72WCLG,,,,,,,,,,,,,,,,,,,,,,,,,,,
